aco,0.7621400520468967
shortest,0.6290679794672798
ea,0.6048730571800768
solution,0.5941261547656673
physical,0.5322882903184675
problem,0.5281121375694821
vt,0.4959959068876630
link,0.4959959068876630
number,0.4951051289713895
ant,0.4718009846004599
paths,0.4597035234568583
pheromone,0.4355086011696552
lightpath,0.4234111400260537
path,0.4113136788824522
topology,0.4113136788824522
ilp,0.3750212954516476
network,0.3740794307783831
survivable,0.3508263731644445
兲,0.3487658059263841
best,0.3410724221802905
mutation,0.3387289120208430
lightpaths,0.3266314508772414
vts,0.3266314508772414
ﬁtness,0.3227801372903632
ants,0.3145339897336399
mapping,0.3080654135821979
wavelength,0.2903390674464368
commun,0.2887295520289468
ﬁnd,0.2824326201290678
netw,0.2810129688377001
rov,0.2790126447411072
node,0.2750584049841053
solutions,0.2750584049841053
ﬁrst,0.2689834477419694
table,0.2640560687847410
resource,0.2540466840156322
phero,0.2441360641484688
values,0.2420513963860126
networks,0.2420513963860126
time,0.2420513963860126
usage,0.2419492228720307
algorithms,0.2310490601866484
connectivity,0.2286359305806739
opt,0.2268589337370297
set,0.2200467239872842
共us,0.2092594835558304
mone,0.2092594835558304
nodes,0.2090443877879200
parameter,0.2090443877879200
optical,0.2056568394412261
